entropy,length,byte_std_dev,byte_skewness,label
0.06077995466122861,112,0.6525191568069094,1.3708339494908222,0
0.09375,64,0.46770717334674267,1.6035674514745464,1
0.15625,32,0.3535533905932738,2.7842329509220303,1
0.10370276646531436,56,0.46666201634587745,2.2575897613952787,1
0.07902410118609204,80,0.5412658773652742,1.5242047106606118,0
0.10370276646531436,56,0.4911323014219285,2.2025241795315385,1
0.09375,64,0.5077524002897476,2.6408719882838656,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.07902410118609204,80,0.5694020986965187,1.785322301037132,0
0.03125,256,1.0269797953221864,1.1035595232696682,2
0.09375,64,0.5376453291901642,2.3752220240629023,0
0.08569340279780989,72,0.5510997527671374,2.396917269218239,1
0.07902410118609204,80,0.6155536126122565,2.0976842421935804,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.09375,64,0.5077524002897476,2.6408719882838656,1
0.03125,256,0.9921567416492215,0.9599097727218469,2
0.09375,64,0.4759858191164943,1.684344587028165,1
0.07902410118609204,80,0.5484352742120077,1.7049686244351026,0
0.09375,64,0.5077524002897476,2.282787650889443,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.09375,64,0.4759858191164943,1.684344587028165,1
0.09375,64,0.4759858191164943,1.684344587028165,1
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,1.0716517624676405,1.3520992943642807,2
0.10370276646531436,56,0.4990224819584785,2.4356441250911818,1
0.11635338543169074,48,0.4375,2.553935860058309,0
0.03125,256,1.0532687216470449,1.0229723588938566,2
0.06077995466122861,112,0.6584783595532961,1.462216371834931,0
0.03125,256,0.9013878188659973,0.6720406223497969,2
0.07902410118609204,80,0.5412658773652742,1.5242047106606118,0
0.09375,64,0.5153882032022076,2.14002022090882,1
0.10370276646531436,56,0.4911323014219285,2.4003649479385816,1
0.06077995466122861,112,0.6343057228182637,1.3373692532754196,0
0.09375,64,0.5077524002897476,2.6408719882838656,1
0.10370276646531436,56,0.4990224819584785,2.2470401033055367,1
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.03125,256,0.9519716382329886,0.7063380526247144,2
0.03125,256,0.9802741963348827,0.9454796135183162,2
0.03125,256,0.9882117688026185,0.947165404773633,2
0.09375,64,0.5,2.25,0
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.11635338543169074,48,0.46351240544347894,2.4859587655917363,0
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.06859335938251204,96,0.6059599821770412,1.487880010560557,0
0.11635338543169074,48,0.4375,2.553935860058309,0
0.06859335938251204,96,0.5863019699779287,1.4245684229215787,0
0.07902410118609204,80,0.5555121510822243,1.7346291940859457,0
0.13304820237218407,40,0.38400642898264087,2.2990871292170634,1
0.10370276646531436,56,0.47495887979908324,2.312230242287188,1
0.08569340279780989,72,0.4911323014219285,1.4575300359987653,1
0.0546875,128,0.673145600891813,1.152591754202391,0
0.06859335938251204,96,0.6123724356957945,1.5054155710854953,1
0.09375,64,0.4841229182759271,1.9623115620784244,1
0.03125,256,0.9802741963348827,0.9205985710573079,2
0.09375,64,0.4759858191164943,1.684344587028165,1
0.03125,256,1.0038986502630631,0.8802889913249575,2
0.15625,32,0.3423265984407288,2.556038601690775,0
0.08569340279780989,72,0.5367363761661771,1.9219263728284917,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.15625,32,0.375,3.111111111111111,0
0.06077995466122861,112,0.6343057228182637,1.3373692532754196,0
0.03125,256,0.9682458365518543,0.6713171133426189,2
0.06077995466122861,112,0.6343057228182637,1.2455327380290389,0
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.08569340279780989,72,0.5510997527671374,1.8367978525866833,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.15625,32,0.375,3.111111111111111,0
0.09375,64,0.4759858191164943,1.684344587028165,1
0.19104010419671483,24,0.3045873232752801,3.194572595229354,1
0.09375,64,0.5376453291901642,2.676837519182001,1
0.06859335938251204,96,0.6312190586476298,1.735670398864994,0
0.06077995466122861,112,0.6465050270492876,1.2739237846302665,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.15625,32,0.3535533905932738,2.7842329509220303,1
0.15625,32,0.375,3.111111111111111,0
0.03125,256,0.9478594305064438,0.7430931248008174,2
0.06077995466122861,112,0.6343057228182637,1.3373692532754196,0
0.09375,64,0.5229125165837972,2.6636523293737913,1
0.08569340279780989,72,0.4990224819584785,1.5250403324073643,1
0.15625,32,0.375,3.111111111111111,0
0.09375,64,0.5229125165837972,2.1719011301047835,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.09375,64,0.4759858191164943,1.684344587028165,1
0.11635338543169074,48,0.4375,2.2740524781341107,1
0.06859335938251204,96,0.5929270612815711,1.4476204399881913,0
0.08569340279780989,72,0.5367363761661771,1.9219263728284917,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.10370276646531436,56,0.47495887979908324,2.312230242287188,1
0.03125,256,0.9802741963348827,1.1942900381283994,2
0.09375,64,0.4921254921257382,1.8189695609059542,0
0.09375,64,0.5,1.875,1
0.08569340279780989,72,0.5144399260360728,1.6394607345881826,1
0.09375,64,0.5303300858899106,2.199887763691482,1
0.03125,256,1.0116508785149154,1.0639400416897145,2
0.03125,256,0.9185586535436918,0.8769778091445944,2
0.09375,64,0.5,2.0625,1
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.09375,64,0.5,2.0625,1
0.08569340279780989,72,0.5294085733155443,1.73135480393653,1
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.03125,256,0.9395810236483068,0.6781407090565272,2
0.11635338543169074,48,0.44633927678392815,2.355765317835357,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,1
0.09375,64,0.5077524002897476,2.103745482192232,1
0.11635338543169074,48,0.4550068680800324,2.6746434338688125,0
0.09375,64,0.4921254921257382,2.015614918841733,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.15625,32,0.375,3.111111111111111,0
0.15625,32,0.3535533905932738,2.7842329509220303,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,1.0458250331675945,0.901543865326514,2
0.15625,32,0.33071891388307384,2.267786838055363,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,0.9642030387838445,0.7582349438526159,2
0.06859335938251204,96,0.5796011559684815,1.3993183127329916,0
0.08569340279780989,72,0.5067898356320892,1.5854098193325619,1
0.07902410118609204,80,0.5191639914323797,1.3818202267236117,0
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.09375,64,0.5153882032022076,2.3112218385815257,1
0.09375,64,0.5,1.875,0
0.10370276646531436,56,0.46666201634587745,2.2575897613952787,1
0.10370276646531436,56,0.46666201634587745,2.0269660666956812,1
0.10370276646531436,56,0.47495887979908324,2.093482665781083,1
0.10370276646531436,56,0.4990224819584785,2.2470401033055367,1
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.06859335938251204,96,0.5448623679425842,1.0867061078079239,0
0.11635338543169074,48,0.4375,2.553935860058309,0
0.03125,256,1.0307764064044151,1.0486099082453217,2
0.09375,64,0.4841229182759271,1.7557524502806954,0
0.03125,256,0.9762812094883317,0.9319405686918988,2
0.15625,32,0.3535533905932738,2.7842329509220303,1
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.03125,256,0.9560661587986472,0.9654948191418289,2
0.10370276646531436,56,0.4831132760543846,2.3595001715752173,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.03125,256,0.9519716382329886,0.8693391416919561,2
0.07902410118609204,80,0.5694020986965187,1.9122785535553282,1
0.03125,256,0.9921567416492215,1.0798984943120777,2
0.03125,256,0.9921567416492215,0.7919255624955236,2
0.11635338543169074,48,0.44633927678392815,2.355765317835357,0
0.15625,32,0.3535533905932738,2.7842329509220303,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.10370276646531436,56,0.4831132760543846,2.151643308559644,1
0.07902410118609204,80,0.5484352742120077,1.5628879057321772,1
0.10370276646531436,56,0.4831132760543846,2.3595001715752173,1
0.03125,256,1.0038986502630631,0.9729509904117951,2
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.10370276646531436,56,0.4990224819584785,2.2470401033055367,1
0.10370276646531436,56,0.47495887979908324,2.312230242287188,1
0.06077995466122861,112,0.6702378309227255,1.6298562300548094,0
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.03125,256,1.0307764064044151,0.9630090994089691,2
0.06077995466122861,112,0.6875,1.631855747558227,1
0.03125,256,0.9642030387838445,0.8628190740391837,2
0.06859335938251204,96,0.6434768838116876,1.83628006430562,0
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.15625,32,0.3644344934278313,2.965916707758682,1
0.06859335938251204,96,0.6187184335382291,1.917228298843992,1
0.13304820237218407,40,0.3736956482219187,2.1157507637801776,1
0.10370276646531436,56,0.5067898356320892,2.4660367464862296,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.08569340279780989,72,0.5439654745477879,1.9509737766351394,1
0.10370276646531436,56,0.47495887979908324,2.093482665781083,1
0.15625,32,0.3423265984407288,2.556038601690775,0
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.07902410118609204,80,0.5484352742120077,1.7049686244351026,0
0.11635338543169074,48,0.4550068680800324,2.6746434338688125,0
0.08569340279780989,72,0.5294085733155443,1.73135480393653,1
0.09375,64,0.5077524002897476,2.282787650889443,1
0.09375,64,0.5077524002897476,2.103745482192232,1
0.15625,32,0.3644344934278313,2.965916707758682,0
0.15625,32,0.3423265984407288,2.556038601690775,0
0.03125,256,0.8926785535678563,0.5601120336112038,2
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.10370276646531436,56,0.4990224819584785,2.4356441250911818,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.09375,64,0.46770717334674267,1.6035674514745464,1
0.11635338543169074,48,0.4375,2.553935860058309,0
0.03125,256,0.9519716382329886,0.9780065344034506,2
0.03125,256,1.015504800579495,0.9175911145732075,2
0.10370276646531436,56,0.5067898356320892,2.4660367464862296,1
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.10370276646531436,56,0.5067898356320892,2.4660367464862296,1
0.03125,256,1.034559084827928,1.079482397425017,2
0.03125,256,0.9478594305064438,0.8256590275564637,2
0.15625,32,0.3423265984407288,2.556038601690775,0
0.08569340279780989,72,0.5439654745477879,2.096585813608491,1
0.09375,64,0.46770717334674267,1.6035674514745464,1
0.03125,256,0.9185586535436918,0.6350528962771201,2
0.0546875,128,0.6959705453537527,1.1819187617245834,0
0.09375,64,0.4841229182759271,1.7557524502806954,0
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.08569340279780989,72,0.5067898356320892,1.5854098193325619,1
0.09375,64,0.5153882032022076,2.14002022090882,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.13304820237218407,40,0.38400642898264087,2.2990871292170634,1
0.03125,256,0.960143218483576,0.9532476193850156,2
0.0546875,128,0.6846531968814576,1.1684747893443543,0
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.15625,32,0.3423265984407288,2.556038601690775,1
0.15625,32,0.3644344934278313,2.965916707758682,0
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.03125,256,0.9921567416492215,0.7919255624955236,2
0.09375,64,0.5,2.0625,1
0.15625,32,0.3644344934278313,2.965916707758682,0
0.08569340279780989,72,0.5219779090153146,1.687903591090336,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.0546875,128,0.7071067811865476,1.1932426932522986,0
0.09375,64,0.4759858191164943,1.684344587028165,1
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.10370276646531436,56,0.4911323014219285,2.2025241795315385,1
0.13304820237218407,40,0.4038389994787527,2.577248394823275,1
0.06859335938251204,96,0.6614378277661477,2.490515902507229,1
0.08569340279780989,72,0.5067898356320892,1.5854098193325619,1
0.09375,64,0.4759858191164943,1.684344587028165,0
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.06442730498212589,104,0.6487668591258342,1.4235913461352814,1
0.09375,64,0.5,1.875,1
0.10370276646531436,56,0.47495887979908324,2.093482665781083,1
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.10370276646531436,56,0.46666201634587745,2.2575897613952787,1
0.06077995466122861,112,0.6584783595532961,1.462216371834931,0
0.10370276646531436,56,0.4990224819584785,2.4356441250911818,1
0.10370276646531436,56,0.4831132760543846,2.151643308559644,1
0.10370276646531436,56,0.4911323014219285,2.4003649479385816,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.11635338543169074,48,0.40019526483955303,1.7826663552162838,0
0.09375,64,0.4592793267718459,1.5120307054217146,1
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.11635338543169074,48,0.40019526483955303,1.7826663552162838,0
0.07340263202996929,88,0.5650981662507851,1.4134509361610974,1
0.06442730498212589,104,0.6179287479151622,1.451977550977947,1
0.11635338543169074,48,0.46351240544347894,2.7213158084879954,0
0.03125,256,1.0752906583803283,1.0368032644719016,2
0.09375,64,0.46770717334674267,1.6035674514745464,0
0.09375,64,0.5,1.875,0
0.09375,64,0.46770717334674267,1.6035674514745464,0
0.03125,256,1.0,0.9375,2
0.03125,256,0.9354143466934853,0.916324257985455,2
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.10370276646531436,56,0.47495887979908324,2.312230242287188,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.08569340279780989,72,0.5144399260360728,1.6394607345881826,1
0.03125,256,1.0495534764841665,1.2771388613804617,2
0.03125,256,0.9842509842514764,0.9832267896788941,2
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.03125,256,0.9312290266094587,0.8706889364938694,2
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.10370276646531436,56,0.47495887979908324,2.093482665781083,1
0.09375,64,0.5,2.25,1
0.03125,256,1.0825317547305484,1.2378389771425573,2
0.13304820237218407,40,0.3630921887069453,1.8934585248125153,1
0.11635338543169074,48,0.44633927678392815,2.355765317835357,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.07902410118609204,80,0.5694020986965187,1.785322301037132,1
0.09375,64,0.4759858191164943,1.684344587028165,1
0.10370276646531436,56,0.4318835925339142,1.6479316926816931,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.07902410118609204,80,0.5694020986965187,1.9122785535553282,0
0.10370276646531436,56,0.4911323014219285,2.598205716345625,1
0.07902410118609204,80,0.596212000885591,2.30161879535208,0
0.09375,64,0.4759858191164943,1.684344587028165,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,1
0.03125,256,1.0231690964840563,1.1815791036251608,2
0.10370276646531436,56,0.4990224819584785,2.624248146876827,1
0.03125,256,1.0116508785149154,1.0186659973624925,2
0.03125,256,1.0606601717798212,1.1981531570105393,2
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.06077995466122861,112,0.6525191568069094,1.5395519740435386,0
0.03125,256,1.034559084827928,1.0371497543887418,2
0.19104010419671483,24,0.2914805954090255,2.7874925905782657,1
0.03125,256,0.9682458365518543,0.8004165582161994,2
0.10370276646531436,56,0.4318835925339142,1.6479316926816931,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,0.9842509842514764,0.8603234409690323,2
0.07902410118609204,80,0.5694020986965187,1.785322301037132,0
0.11635338543169074,48,0.3903123748998999,1.6012815380508714,0
0.15625,32,0.3644344934278313,2.965916707758682,1
0.03125,256,1.1075028216668343,1.3285181318124453,2
0.07902410118609204,80,0.5625,1.6296296296296295,1
0.07902410118609204,80,0.5340002340823456,1.4814523288934887,0
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.13304820237218407,40,0.38400642898264087,2.2990871292170634,1
0.03125,256,0.9960860906568267,1.2568878490326576,2
0.06077995466122861,112,0.6702378309227255,1.4741684707659917,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.10370276646531436,56,0.46666201634587745,2.0269660666956812,1
0.09375,64,0.5153882032022076,2.14002022090882,1
0.15625,32,0.375,3.111111111111111,0
0.09375,64,0.4921254921257382,2.605550992649069,1
0.03125,256,0.9762812094883317,1.1586288151304687,2
0.03125,256,0.9960860906568267,1.0671689284239545,2
0.09375,64,0.5153882032022076,1.9688186032361146,1
0.07340263202996929,88,0.592102978796763,1.7509352602712762,1
0.09375,64,0.5,2.0625,1
0.10370276646531436,56,0.5067898356320892,2.6461010383003982,1
0.11635338543169074,48,0.40019526483955303,1.7826663552162838,0
0.10370276646531436,56,0.47495887979908324,2.093482665781083,1
0.06859335938251204,96,0.6373774391990981,1.7424164314200201,0
0.07902410118609204,80,0.5694020986965187,1.785322301037132,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.10370276646531436,56,0.4408354993645589,1.763297469744353,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.11635338543169074,48,0.4881406047441659,3.022509952514266,0
0.06859335938251204,96,0.6059599821770412,1.3825433726447653,0
0.07902410118609204,80,0.5412658773652742,1.5242047106606118,0
0.09375,64,0.4759858191164943,1.901679372451154,1
0.06859335938251204,96,0.625,1.536,0
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,1.0495534764841665,1.0946904526118244,2
0.03125,256,0.9395810236483068,0.7063965719338825,2
0.11635338543169074,48,0.4375,2.2740524781341107,1
0.03125,256,0.9478594305064438,0.8256590275564637,2
0.07902410118609204,80,0.6281172263200556,2.3880892565039744,0
0.03125,256,1.034559084827928,1.1006487189431544,2
0.09375,64,0.4759858191164943,1.684344587028165,1
0.15625,32,0.385275875185561,3.637175021142361,0
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.03125,256,1.0495534764841665,1.2771388613804617,2
0.09375,64,0.5303300858899106,2.357022603955159,1
0.15625,32,0.3423265984407288,2.556038601690775,0
0.08569340279780989,72,0.5294085733155443,2.0472684388672158,1
0.03125,256,0.9682458365518543,1.0586154479633605,2
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.11635338543169074,48,0.40019526483955303,1.7826663552162838,0
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.10370276646531436,56,0.4990224819584785,2.4356441250911818,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.08569340279780989,72,0.5219779090153146,1.852702721265441,1
0.09375,64,0.4841229182759271,1.7557524502806954,1
0.11635338543169074,48,0.46351240544347894,2.7213158084879954,0
0.06859335938251204,96,0.5994789404140899,1.468666742488962,0
0.15625,32,0.375,3.5555555555555554,0
0.08569340279780989,72,0.5367363761661771,1.7703511567335768,1
0.15625,32,0.3423265984407288,2.556038601690775,0
0.08569340279780989,72,0.5439654745477879,2.096585813608491,1
0.07902410118609204,80,0.5412658773652742,1.5242047106606118,0
0.03125,256,0.9842509842514764,0.9094847804529771,2
0.09375,64,0.5153882032022076,1.9688186032361146,1
0.03125,256,0.9762812094883317,0.8311902369414232,2
0.09375,64,0.4759858191164943,1.684344587028165,1
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.06077995466122861,112,0.6875,1.487603305785124,0
0.03125,256,0.9722718241315028,0.6885126885182312,2
0.03125,256,1.100426053853688,1.0904867217543643,2
0.08569340279780989,72,0.5787580992953792,2.296122367060636,1
0.11635338543169074,48,0.40019526483955303,1.7826663552162838,0
0.09375,64,0.5,1.875,1
0.03125,256,0.9354143466934853,0.8017837257372732,2
0.03125,256,0.9882117688026185,0.8257339426231672,2
0.09375,64,0.5077524002897476,2.103745482192232,1
0.10370276646531436,56,0.45821494683172437,2.1944357397473193,1
0.13304820237218407,40,0.38400642898264087,2.2990871292170634,1
0.15625,32,0.3423265984407288,2.556038601690775,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.03125,256,1.086134199811423,1.0975190545877456,2
0.08569340279780989,72,0.4990224819584785,1.5250403324073643,1
0.06442730498212589,104,0.6606992034958117,1.688139387927019,1
0.09375,64,0.4759858191164943,1.684344587028165,1
0.09375,64,0.5,2.0625,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.03125,256,0.9960860906568267,0.9011648728913394,2
0.09375,64,0.5,1.875,1
0.03125,256,1.0606601717798212,1.0803020268127812,2
0.11635338543169074,48,0.3903123748998999,1.6012815380508714,0
0.07902410118609204,80,0.5762215285808054,1.806903107477748,0
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.09375,64,0.5,1.875,1
0.08569340279780989,72,0.5510997527671374,2.116857560902461,1
0.03125,256,1.0897247358851685,0.959923728563666,2
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.03125,256,1.0,0.984375,2
0.09375,64,0.5153882032022076,2.14002022090882,1
0.09375,64,0.5077524002897476,2.103745482192232,1
0.11635338543169074,48,0.3903123748998999,1.6012815380508714,0
0.09375,64,0.4841229182759271,1.7557524502806954,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.09375,64,0.5,1.875,1
0.08569340279780989,72,0.5581428468591172,1.9998166990065847,1
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.09375,64,0.4921254921257382,2.015614918841733,1
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.09375,64,0.5,2.0625,1
0.15625,32,0.3644344934278313,2.965916707758682,1
0.03125,256,0.960143218483576,0.7149357145387617,2
0.03125,256,1.0680004681646913,0.9042631098440774,2
0.11635338543169074,48,0.4375,2.2740524781341107,0
0.09375,64,0.5077524002897476,2.103745482192232,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.10370276646531436,56,0.5067898356320892,2.285972454672061,1
0.03125,256,0.9722718241315028,1.3005239672011033,2
0.11635338543169074,48,0.49607837082461076,3.6116605198659486,0
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.15625,32,0.375,3.111111111111111,0
0.11635338543169074,48,0.409839907768875,1.9363771953860967,0
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.10370276646531436,56,0.45821494683172437,1.9508210175550755,1
0.09375,64,0.5,1.875,1
0.09375,64,0.5077524002897476,1.9247033134950204,1
0.08569340279780989,72,0.5510997527671374,1.976827706744572,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.09375,64,0.4921254921257382,1.8189695609059542,1
0.07902410118609204,80,0.5625,1.7613168724279835,0
0.07902410118609204,80,0.5694020986965187,1.785322301037132,0
0.13304820237218407,40,0.3736956482219187,2.1157507637801776,1
0.03125,256,1.0383279828647594,1.067770175195518,2
0.08569340279780989,72,0.4990224819584785,1.5250403324073643,1
0.11635338543169074,48,0.4375,2.553935860058309,0
0.08569340279780989,72,0.5294085733155443,1.8893116214018728,1
0.09375,64,0.5153882032022076,2.14002022090882,1
0.03125,256,0.9478594305064438,0.7981370599712483,2
0.06077995466122861,112,0.6465050270492876,1.360659021030625,0
0.11635338543169074,48,0.44633927678392815,2.6193474512994532,0
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.06077995466122861,112,0.6875,1.5597295266716755,0
0.10370276646531436,56,0.4496092053105675,1.8635346183844843,1
0.15625,32,0.3535533905932738,2.7842329509220303,0
0.06859335938251204,96,0.673145600891813,1.9978257072841443,0
0.10370276646531436,56,0.47495887979908324,2.312230242287188,1
0.09375,64,0.5153882032022076,2.14002022090882,1
0.09375,64,0.5077524002897476,2.103745482192232,0
0.11635338543169074,48,0.4550068680800324,2.425839393508923,0
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,1
0.09375,64,0.5153882032022076,2.14002022090882,1
0.13304820237218407,40,0.4038389994787527,2.577248394823275,1
0.11635338543169074,48,0.4192627457812106,2.0671206191998053,0
0.15625,32,0.33071891388307384,2.267786838055363,0
0.06077995466122861,112,0.6584783595532961,1.462216371834931,1
0.10370276646531436,56,0.4831132760543846,2.151643308559644,1
0.08569340279780989,72,0.5219779090153146,1.687903591090336,1
0.11635338543169074,48,0.42847841252506524,2.1786643410962125,0
0.06859335938251204,96,0.5863019699779287,1.3082771230912458,0
0.15625,32,0.3644344934278313,2.965916707758682,0
